chr,start,end,gene,transcript,strand,Ensembl_ID,lnTPM
chr1,196743929,196763203,CFHR3,NM_001166624,+,N/A,-inf
chr1,196857143,196887843,CFHR4,NM_001201550,+,N/A,-inf
chr1,196946666,196978803,CFHR5,NM_030787,+,N/A,-inf
chr1,151483861,151511167,CGN,NM_020770,+,ENSG00000143375,0.7654678421395714
chr1,146714290,146767447,CHD1L,NM_004284,+,ENSG00000131778,1.4327007339340463
chr1,6161846,6240194,CHD5,NM_015557,-,ENSG00000116254,0.04879016416943205
chr1,203148058,203155922,CHI3L1,NM_001276,-,ENSG00000133048,0.03922071315328133
chr1,111770280,111786062,CHI3L2,NM_001025197,+,N/A,-inf
chr1,111833473,111863188,CHIA,NM_201653,+,ENSG00000134216,0.0
chr1,203185206,203198860,CHIT1,NM_003465,-,ENSG00000133063,0.4382549309311553
chr1,241792166,241799232,CHML,NM_001821,-,ENSG00000203668,1.0188473201992472
chr1,239792372,240072717,CHRM3,NM_000740,+,ENSG00000133019,0.7839015438284094
chr1,154540256,154552353,CHRNB2,NM_000748,+,ENSG00000160716,0.13976194237515863
chr1,153606457,153618782,CHTOP,NM_001244664,+,ENSG00000160679,2.4176979000945504
chr1,41326727,41328018,CITED4,NM_133467,-,ENSG00000179862,0.4946962418361071
chr1,154947117,154951725,CKS1B,NR_024163,+,ENSG00000173207,2.8284963541780774
chr1,86934525,86965974,CLCA1,NM_001285,+,ENSG00000016490,0.0
chr1,86889768,86922240,CLCA2,NM_006536,+,ENSG00000137975,0.03922071315328133
chr1,87012758,87046432,CLCA4,NR_024602,+,ENSG00000016602,0.0
chr1,109472129,109506111,CLCC1,NM_015127,-,ENSG00000121940,2.3896797998449792
chr1,11866152,11903201,CLCN6,NM_001286,+,ENSG00000011021,1.3862943611198906
chr1,16348485,16360545,CLCNKA,NM_004070,+,ENSG00000186510,0.34358970439007686
chr1,16370230,16383821,CLCNKB,NM_000085,+,ENSG00000184908,0.11332868530700327
chr1,43198763,43205925,CLDN19,NM_001185117,-,ENSG00000164007,0.009950330853168092
chr1,25071759,25170815,CLIC4,NM_013943,+,ENSG00000169504,1.8293763327993617
chr1,155232658,155243281,CLK2,NM_003993,-,ENSG00000176444,2.1138429683971687
chr1,36197712,36235551,CLSPN,NM_022111,-,ENSG00000092853,0.7275486072772779
chr1,9789078,9884550,CLSTN1,NM_014944,-,ENSG00000171603,2.330200260027019
chr1,47799468,47844511,CMPK1,NM_016308,+,ENSG00000162368,2.580216829592325
chr1,224804178,224928249,CNIH3,NM_152495,+,ENSG00000143786,0.6981347220709843
chr1,224544594,224563695,CNIH4,NM_014184,+,ENSG00000143771,2.482403519569882
chr1,26503980,26516375,CNKSR1,NM_006314,+,ENSG00000142675,0.02955880224154443
chr1,95362506,95392735,CNN3,NM_001839,-,ENSG00000117519,3.9263203101289705
chr1,24200459,24239817,CNR2,NM_001841,-,ENSG00000188822,0.009950330853168092
chr1,246729638,246811544,CNST,NM_001139459,+,ENSG00000162852,1.6448050562713916
chr1,205012339,205047171,CNTN2,NM_005076,+,ENSG00000184144,0.03922071315328133
chr1,230778201,230829731,COG2,NM_007357,+,ENSG00000135775,2.5756610130564646
chr1,103342022,103574052,COL11A1,NM_080630,-,ENSG00000060718,2.431857428698185
chr1,32117847,32169768,COL16A1,NM_001856,-,ENSG00000084636,1.4906543764441333
chr1,86194915,86622121,COL24A1,NM_152890,-,ENSG00000171502,0.08617769624105241
chr1,36560843,36565850,COL8A2,NM_005202,-,ENSG00000171812,0.20701416938432612
chr1,40766162,40782939,COL9A2,NM_001852,-,ENSG00000049089,2.1198634561787513
chr1,160258376,160313354,COPA,NM_001098398,-,ENSG00000122218,3.145444546782318
chr1,10509775,10512060,CORT,NM_001302,+,ENSG00000241563,0.16551443847757333
chr1,244998638,245008359,COX20,NM_198076,+,ENSG00000203667,2.285438934159075
chr1,1246964,1260067,CPSF3L,NM_001256463,-,ENSG00000127054,2.653241964607215
chr1,53662100,53679869,CPT2,NM_000098,+,ENSG00000157184,2.463853240590168
chr1,207669472,207815110,CR1,NM_000573,+,ENSG00000203710,0.11332868530700327
chr1,207818457,207897036,CR1L,NM_175710,+,ENSG00000197721,0.1310282624064042
chr1,207627644,207663240,CR2,NM_001877,+,ENSG00000117322,0.009950330853168092
chr1,156669399,156675608,CRABP2,NM_001199723,-,ENSG00000143320,0.8544153281560676
chr1,197170591,197447585,CRB1,NM_001257965,+,ENSG00000134376,0.11332868530700327
chr1,152486977,152488481,CRCT1,NM_019060,+,ENSG00000169509,0.0
chr1,153940314,153946840,CREB3L4,NM_130898,+,ENSG00000143578,1.3402504226184837
chr1,167510250,167523056,CREG1,NM_003851,-,ENSG00000143162,2.9992261628082466
chr1,152381718,152386750,CRNN,NM_016190,-,ENSG00000143536,0.0
chr1,17248444,17299474,CROCC,NM_014675,+,ENSG00000058453,1.0367368849500223
chr1,159682078,159684379,CRP,NM_000567,-,ENSG00000132693,0.0
chr1,153920147,153931132,CRTC2,NM_181715,-,ENSG00000160741,0.928219302739429
chr1,75171171,75199092,CRYZ,NM_001130043,-,ENSG00000116791,2.0014800002101243
chr1,115259533,115300671,CSDE1,NM_007158,-,ENSG00000009307,4.198404232146879
chr1,110453232,110469365,CSF1,NM_172212,+,ENSG00000184371,0.5481214085096876
chr1,36931643,36948915,CSF3R,NM_000760,-,ENSG00000119535,0.30748469974796055
chr1,33979608,34631443,CSMD2,NM_052896,-,ENSG00000121904,0.2468600779315258
chr1,201452657,201476387,CSRP1,NM_004078,-,ENSG00000159176,1.891604804197771
chr1,85018803,85040163,CTBS,NM_004388,-,ENSG00000117151,1.1184149159642893
chr1,70876900,70905534,CTH,NM_153742,+,ENSG00000116761,1.1378330018213911
chr1,9908333,9970316,CTNNBIP1,NM_020248,-,ENSG00000178585,1.3270750014599193
chr1,41445006,41478235,CTPS1,NM_001905,+,ENSG00000171793,1.7526720805200082
chr1,15764937,15773153,CTRC,NM_007272,+,ENSG00000162438,0.03922071315328133
chr1,206317458,206332104,CTSE,NM_148964,+,ENSG00000196188,0.01980262729617973
chr1,150768683,150780917,CTSK,NM_000396,-,ENSG00000143387,0.9400072584914712
chr1,150702671,150738433,CTSS,NM_004079,-,ENSG00000163131,1.780024213009634
chr1,112938799,113003786,CTTNBP2NL,NM_018704,+,ENSG00000143079,0.9400072584914712
chr1,110036657,110043063,CYB561D1,NM_001134402,+,ENSG00000174151,0.9669838461896731
chr1,202931000,202936404,CYB5R1,NM_016243,-,ENSG00000159348,3.2741212990941793
chr1,54638026,54665746,CYB5RL,NM_001031672,-,ENSG00000215883,0.9783261227936078
chr1,60358979,60392423,CYP2J2,NM_000775,-,ENSG00000134716,0.10436001532424286
chr1,47394845,47407156,CYP4A11,NM_000778,-,ENSG00000187048,0.009950330853168092
chr1,47603106,47614526,CYP4A22,NM_001010969,+,ENSG00000162365,0.009950330853168092
chr1,47264669,47285021,CYP4B1,NM_000779,+,ENSG00000142973,0.03922071315328133
chr1,47489239,47516423,CYP4X1,NM_178033,+,ENSG00000186377,0.27763173659827955
chr1,47533159,47583992,CYP4Z1,NM_178134,+,N/A,-inf
chr1,86046443,86049648,CYR61,NM_001554,+,ENSG00000142871,0.30010459245033816
chr1,57463578,58716211,DAB1,NM_021080,-,ENSG00000173406,0.058268908123975824
chr1,155658881,155708800,DAP3,NM_001199849,+,ENSG00000132676,3.110845080654496
chr1,159173802,159176290,DARC,NM_002036,+,ENSG00000213088,0.01980262729617973
chr1,173793796,173827682,DARS2,NM_018122,+,ENSG00000117593,1.7732559976634952
chr1,100652477,100715409,DBT,NM_001918,-,ENSG00000137992,1.3837912309017721
chr1,167905796,168045083,DCAF6,NM_001017977,+,ENSG00000143164,2.667922410011431
chr1,160185504,160232350,DCAF8,NM_015726,-,ENSG00000132716,3.3061538329752613
chr1,32674694,32681797,DCDC2B,NM_001099434,+,ENSG00000222046,0.22314355131420976
chr1,114447914,114456708,DCLRE1B,NM_022836,+,ENSG00000118655,0.5007752879124892
chr1,155006281,155023406,DCST1,NM_001143687,+,ENSG00000163357,0.009950330853168092
chr1,154991002,155006257,DCST2,NM_144622,-,N/A,-inf
chr1,85784167,86044046,DDAH1,NM_001134445,-,ENSG00000153904,0.4252677354043441
chr1,15943952,15987552,DDI2,NM_032341,+,ENSG00000197312,1.3887912413184778
chr1,20978259,20988037,DDOST,NM_005216,-,ENSG00000244038,3.9729299403316674
chr1,162602227,162750247,DDR2,NM_001014796,+,ENSG00000162733,2.301584592660462
chr1,112298189,112310199,DDX20,NM_007204,+,ENSG00000064703,1.5325568680981427
chr1,200613164,200639126,DDX59,NM_001031725,-,ENSG00000118197,1.6448050562713916
chr1,161090768,161102478,DEDD,NM_001039711,-,ENSG00000158796,1.6808279085207734
chr1,224370909,224381142,DEGS1,NM_003676,+,ENSG00000143753,2.2049722641270453
chr1,40974432,40982214,DEM1,NM_022774,+,N/A,-inf
chr1,197521384,197744623,DENND1B,NM_144977,-,ENSG00000213047,0.7608058290337599
chr1,115127195,115212732,DENND2C,NM_198459,-,ENSG00000175984,0.412109650826833
chr1,111729800,111743281,DENND2D,NM_024901,-,ENSG00000162777,2.272125885509337
chr1,153901976,153919154,DENND4B,NM_014856,-,ENSG00000198837,0.9669838461896731
chr1,68939834,68962799,DEPDC1,NM_001114120,-,ENSG00000024526,0.7839015438284094
chr1,244816351,244872334,DESI2,NM_016076,+,ENSG00000121644,2.322387720290225
chr1,10520602,10532613,DFFA,NM_004401,-,ENSG00000160049,2.061786606441115
chr1,3773844,3801993,DFFB,NM_004402,+,ENSG00000169598,0.5481214085096876
chr1,55315299,55352921,DHCR24,NM_014762,-,ENSG00000116133,6.779910543771322
chr1,26758772,26797795,DHDDS,NM_205861,+,ENSG00000117682,2.4915511925066687
chr1,12627938,12677820,DHRS3,NM_004753,-,ENSG00000162496,1.0043016091968684
chr1,182808438,182857117,DHX9,NM_001357,+,ENSG00000135829,3.37314078387963
chr1,210001311,210030910,DIEXF,NM_014388,+,ENSG00000117597,1.1249295969854831
chr1,54359860,54376759,DIO1,NM_000792,+,ENSG00000211452,0.11332868530700327
chr1,68511644,68516460,DIRAS3,NM_004675,-,N/A,-inf
chr1,231762560,232177019,DISC1,NM_001164540,+,ENSG00000162946,1.208960345836975
chr1,222988430,223179337,DISP1,NM_032890,+,ENSG00000154309,1.2296405510745139
chr1,35331036,35370984,DLGAP3,NM_001080418,-,ENSG00000116544,0.23901690047049992
chr1,44679124,44686351,DMAP1,NM_019100,+,ENSG00000178028,2.6071242825122494
chr1,46972667,46979886,DMBX1,NM_172225,+,ENSG00000197587,0.0
chr1,50883222,50889119,DMRTA2,NM_032110,-,ENSG00000142700,0.0
chr1,53925071,53933158,DMRTB1,NM_033067,+,ENSG00000143006,0.0
chr1,225117355,225586996,DNAH14,NM_001373,+,N/A,-inf
chr1,78470635,78482995,DNAJB4,NM_007034,+,ENSG00000162616,3.1945831322991562
chr1,6694227,6761966,DNAJC11,NM_018198,-,ENSG00000007923,2.288486168614544
chr1,15853351,15898228,DNAJC16,NM_015291,+,ENSG00000116138,1.528227857008557
chr1,65730376,65881552,DNAJC6,NM_001256865,+,ENSG00000116675,2.1126345090356
chr1,28526789,28559542,DNAJC8,NM_014280,-,ENSG00000126698,3.18924101973851
chr1,38022519,38032458,DNALI1,NM_003462,+,ENSG00000163879,1.667706820558076
chr1,84864214,84880691,DNASE2B,NM_021233,+,ENSG00000137976,0.06765864847381486
chr1,171810620,172381857,DNM3,NM_001136127,+,ENSG00000197959,2.7206373166076814
chr1,94335013,94344762,DNTTIP2,NM_014597,-,ENSG00000067334,2.453587966530573
chr1,62920396,63153969,DOCK7,NM_033407,-,ENSG00000116641,2.2126603854660587
chr1,44435652,44439043,DPH2,NM_001039589,+,ENSG00000132768,2.1126345090356
chr1,101455179,101491362,DPH5,NM_015958,-,ENSG00000117543,2.367436065313662
chr1,155112366,155112996,DPM3,NM_153741,-,ENSG00000179085,2.211565694606877
chr1,168664694,168698442,DPT,NM_001937,-,ENSG00000143196,0.08617769624105241
chr1,97543299,98386615,DPYD,NM_000110,-,ENSG00000188641,1.0224509277025458
chr1,93811477,93828148,DR1,NM_001938,+,ENSG00000117505,1.9600947840472698
chr1,111659953,111682838,DRAM2,NM_178454,-,ENSG00000156171,2.5321082512722946
chr1,205111630,205180727,DSTYK,NM_199462,-,ENSG00000133059,1.3110318766193438
chr1,212208918,212278187,DTL,NM_016448,+,ENSG00000143476,1.1537315878891892
chr1,221874763,221915516,DUSP10,NM_007207,-,ENSG00000143507,0.7419373447293773
chr1,161719580,161726952,DUSP12,NM_007240,+,ENSG00000081721,1.9851308622085946
chr1,159750758,159752333,DUSP23,NM_017823,+,ENSG00000158716,2.3456445824544927
chr1,167064086,167098402,DUSP27,NM_001080426,+,ENSG00000198842,0.01980262729617973
chr1,1270657,1284492,DVL1,NM_004421,-,ENSG00000107404,2.495681722955959
chr1,206808880,206822542,DYRK3,NM_003582,+,ENSG00000143479,0.4252677354043441
chr1,23832919,23857712,E2F2,NM_004091,-,ENSG00000007968,0.506817602368452
chr1,43629844,43638241,EBNA1BP2,NM_001159936,-,ENSG00000117395,2.738902664584975
chr1,21543739,21672034,ECE1,NM_001113348,-,ENSG00000117298,2.8384934971274993
chr1,53361581,53387446,ECHDC2,NM_001198961,-,ENSG00000121310,2.551786178627545
chr1,150480486,150486265,ECM1,NM_001202858,+,ENSG00000143369,0.6780335427498971
chr1,236557679,236648008,EDARADD,NM_145861,+,ENSG00000186197,0.20701416938432612
chr1,184659624,184724041,EDEM3,NM_025191,-,ENSG00000116406,2.2289385528257473
chr1,41944445,41950344,EDN2,NM_001956,-,ENSG00000127129,0.06765864847381486
chr1,245133170,245251148,EFCAB2,NM_032328,+,ENSG00000203666,1.4838746894587547
chr1,63989012,64038364,EFCAB7,NM_032437,+,ENSG00000203965,1.2809338454620642
chr1,15736390,15756839,EFHD2,NM_024329,+,ENSG00000142634,2.5982353350950036
chr1,155100348,155107386,EFNA1,NM_182685,+,ENSG00000169242,1.000631880307906
chr1,155051347,155060014,EFNA3,NM_004952,+,ENSG00000143590,0.85015092936961
chr1,155036212,155042029,EFNA4,NM_182689,+,ENSG00000243364,1.8196988379172965
chr1,231499496,231560790,EGLN1,NM_022051,-,ENSG00000135766,2.683074215032033
chr1,45316193,45452394,EIF2B3,NM_001261418,-,ENSG00000070785,2.4060438013622756
chr1,36348809,36389899,EIF2C1,NM_012199,+,N/A,-inf
chr1,36396682,36522063,EIF2C3,NM_177422,+,N/A,-inf
chr1,36273827,36323490,EIF2C4,NM_017629,+,N/A,-inf
chr1,206764973,206785904,EIF2D,NM_006893,-,ENSG00000143486,2.422144328051685
chr1,32687970,32697205,EIF3I,NM_003757,+,ENSG00000084623,3.947969132201615
chr1,21132784,21503381,EIF4G3,NM_001198802,-,ENSG00000075151,2.300583090323373
chr1,50513685,50667540,ELAVL4,NM_001144777,+,ENSG00000162374,1.4562867329399256
chr1,201979689,201986315,ELF3,NM_001114309,+,ENSG00000163435,0.01980262729617973
chr1,205577070,205602000,ELK4,NM_001973,-,ENSG00000158711,1.1908875647772805
chr1,43829067,43833745,ELOVL1,NM_001256402,-,ENSG00000066322,3.0777729838902004
chr1,79355448,79472495,ELTD1,NM_022159,-,ENSG00000162618,0.9516578757114463
chr1,19544583,19578046,EMC1,NM_015047,-,ENSG00000127463,2.075684492802124
chr1,225674533,225840845,ENAH,NM_001008493,-,ENSG00000154380,2.822568654544802
chr1,8921058,8939151,ENO1,NM_001428,-,ENSG00000074800,4.994370401630221
chr1,150599521,150602098,ENSA,NM_207168,-,ENSG00000143420,3.00617753141553
chr1,29213602,29446558,EPB41,NM_001166007,+,ENSG00000159023,2.4790562361098245
chr1,38181645,38230824,EPHA10,NM_001099439,-,N/A,-inf
chr1,16450831,16482582,EPHA2,NM_004431,-,ENSG00000142627,0.13976194237515863
chr1,22890003,22930087,EPHA8,NM_020526,+,ENSG00000070886,0.01980262729617973
chr1,23037330,23241823,EPHB2,NM_004442,+,ENSG00000133216,0.30010459245033816
chr1,225997796,226033262,EPHX1,NM_001136018,+,ENSG00000143819,3.8645120227570944
chr1,92495532,92529093,EPHX4,NM_173567,+,ENSG00000172031,0.2468600779315258
chr1,220141941,220220000,EPRS,NM_004446,-,ENSG00000136628,2.89314568477889
chr1,51819934,51984995,EPS15,NM_001981,-,ENSG00000085832,2.775708849576025
chr1,110292701,110306644,EPS8L3,NM_133181,-,ENSG00000198758,0.058268908123975824
chr1,44686741,44820939,ERI3,NM_024066,-,ENSG00000117419,2.6210388241125804
chr1,43282775,43310660,ERMAP,NM_001017922,+,ENSG00000164010,1.4951487660319727
chr1,236378421,236445339,ERO1LB,NM_019891,-,ENSG00000086619,0.7323678937132266
chr1,8071778,8086393,ERRFI1,NM_018948,-,ENSG00000116285,1.4770487243883548
chr1,6484847,6521004,ESPN,NM_031475,+,ENSG00000187017,0.12221763272424911
chr1,216676587,217311097,ESRRG,NM_001134285,-,ENSG00000196482,0.47623417899637155
chr1,204100189,204121307,ETNK2,NM_018208,-,ENSG00000143845,2.75429745226753
chr1,157094458,157108383,ETV3,NM_001145312,-,ENSG00000117036,1.1755733298042381
chr1,157061834,157069600,ETV3L,NM_001004341,-,N/A,-inf
chr1,92974252,93257961,EVI5,NM_005665,-,ENSG00000067208,2.3427668826268775
chr1,242011492,242053241,EXO1,NM_130398,+,ENSG00000174371,1.0152306797290584
chr1,231468481,231473578,EXOC8,NM_175876,-,ENSG00000116903,1.235471471385307
chr1,11126675,11159938,EXOSC10,NM_002685,-,ENSG00000171824,2.464703942470481
chr1,26348270,26362954,EXTL1,NM_004455,+,ENSG00000158008,0.26236426446749106
chr1,101337927,101360735,EXTL2,NM_001261440,-,ENSG00000162694,2.9616582932202395
chr1,28296854,28415148,EYA3,NM_001990,-,ENSG00000158161,1.3532545070416904
chr1,160965000,160991133,F11R,NM_016946,-,ENSG00000158769,2.761906873892921
chr1,197008320,197036397,F13B,NM_001994,-,ENSG00000143278,0.0
chr1,94994731,95007413,F3,NM_001178096,-,ENSG00000117525,1.2178757094949273
chr1,169481191,169555769,F5,NM_000130,-,ENSG00000198734,0.03922071315328133
chr1,46859938,46879520,FAAH,NM_001441,+,ENSG00000117480,1.3029127521808397
chr1,31838099,31845923,FABP3,NM_004102,-,ENSG00000121769,3.323956301318708
chr1,50906934,51425936,FAF1,NM_007051,-,ENSG00000185104,2.1587147225743437
chr1,207076630,207095378,FAIM3,NM_001142473,-,ENSG00000162894,0.08617769624105241
chr1,109102970,109181949,FAM102B,NM_001010883,+,ENSG00000162636,0.9477893989335261
chr1,26485510,26489119,FAM110D,NM_024869,+,ENSG00000197245,0.10436001532424286
chr1,184760165,184943682,FAM129A,NM_052966,-,ENSG00000135842,0.3576744442718159
chr1,16384263,16400127,FAM131C,NM_182623,-,ENSG00000185519,0.5709795465857378
chr1,1177825,1182102,FAM132A,NM_001014980,-,ENSG00000184163,0.08617769624105241
chr1,55074849,55089200,FAM151A,NM_176782,-,ENSG00000162391,0.009950330853168092
chr1,53099065,53122737,FAM159A,NM_001042693,+,ENSG00000182183,0.01980262729617973
chr1,179712297,179785333,FAM163A,NM_173509,+,ENSG00000143340,0.2151113796169455
chr1,32712817,32714461,FAM167B,NM_032648,+,ENSG00000183615,0.4574248470388755
chr1,36787631,36789755,FAM176B,NM_018166,-,N/A,-inf
chr1,222910557,222924002,FAM177B,NM_207468,+,N/A,-inf
chr1,43613593,43622067,FAM183A,NM_001101376,+,ENSG00000186973,0.009950330853168092
chr1,155216995,155225274,FAM189B,NM_198264,-,ENSG00000160767,0.9439058989071285
chr1,113263188,113269856,FAM19A3,NM_182759,+,ENSG00000184599,0.02955880224154443
chr1,178995073,179045702,FAM20B,NM_014864,+,ENSG00000116199,2.247072383063787
chr1,112264685,112298419,FAM212B,NM_198926,-,ENSG00000197852,0.28517894223366247
chr1,2517898,2522908,FAM213B,NR_036638,+,ENSG00000157870,1.4279160358107101
chr1,110577240,110597263,FAM40A,NM_033088,+,N/A,-inf
chr1,20878931,20881513,FAM43B,NM_207334,+,ENSG00000183114,0.3220834991691132
chr1,27331510,27339333,FAM46B,NM_052943,-,ENSG00000158246,0.02955880224154443
chr1,118148603,118171011,FAM46C,NM_017709,+,ENSG00000183508,0.7275486072772779
chr1,26146396,26159433,FAM54B,NM_001099627,+,N/A,-inf
chr1,177140632,177251558,FAM5B,NM_021165,+,N/A,-inf
chr1,190066796,190446759,FAM5C,NM_199051,-,N/A,-inf
chr1,150969300,150980854,FAM63A,NM_018379,-,ENSG00000143409,1.4929040961781488
chr1,93307716,93427079,FAM69A,NM_001252269,-,ENSG00000154511,1.184789984909162
chr1,212797788,212800120,FAM71A,NM_153606,+,ENSG00000162771,0.0
chr1,206138910,206155074,FAM72A,NM_001123168,+,ENSG00000196550,0.9477893989335261
chr1,120839004,120855681,FAM72B,NM_001100910,+,ENSG00000188610,0.7275486072772779
chr1,143896451,143913143,FAM72D,NM_207418,-,ENSG00000215784,0.4885800148186709
chr1,78245308,78345225,FAM73A,NM_001270384,+,ENSG00000180488,1.3001916620664788
chr1,28052489,28089423,FAM76A,NM_001143915,+,ENSG00000009780,0.7323678937132266
chr1,166039255,166135958,FAM78B,NM_001017961,-,ENSG00000188859,0.04879016416943205
chr1,231154703,231175995,FAM89A,NM_198552,-,ENSG00000182118,1.7509374747078
chr1,172628184,172636012,FASLG,NM_000639,+,ENSG00000117560,0.01980262729617973
chr1,16085254,16113084,FBLIM1,NM_017556,+,ENSG00000162458,0.5481214085096876
chr1,11708417,11714888,FBXO2,NM_012168,-,ENSG00000116661,0.3920420877760237
chr1,224301788,224349749,FBXO28,NM_015176,+,ENSG00000143756,1.6467336971777973
chr1,16576558,16678948,FBXO42,NM_018994,-,ENSG00000037637,1.4469189829363254
chr1,11714431,11723384,FBXO44,NM_183412,+,ENSG00000132879,1.0818051703517284
chr1,11724149,11734409,FBXO6,NM_018438,+,ENSG00000116663,0.506817602368452
chr1,207131311,207143970,FCAMR,NM_032029,-,ENSG00000162897,0.0
chr1,159259503,159278014,FCER1A,NM_002001,+,ENSG00000179639,0.23111172096338664
chr1,161185086,161189038,FCER1G,NM_004106,+,ENSG00000158869,0.6780335427498971
chr1,149754249,149764074,FCGR1A,NM_000566,+,N/A,-inf
chr1,120926127,120935944,FCGR1B,NR_045213,-,ENSG00000198019,0.5538851132264376
chr1,161475204,161489360,FCGR2A,NM_021642,+,ENSG00000143226,0.7884573603642703
chr1,161632904,161648444,FCGR2B,NM_001002275,+,ENSG00000072694,1.3837912309017721
chr1,161551128,161570032,FCGR2C,NM_201563,+,N/A,-inf
chr1,161511550,161520413,FCGR3A,NM_001127593,-,ENSG00000203747,0.44468582126144574
chr1,161592987,161601753,FCGR3B,NM_000570,-,ENSG00000162747,0.02955880224154443
chr1,27695600,27701315,FCN3,NM_003665,-,ENSG00000142748,0.7561219797213337
chr1,157764193,157789940,FCRL1,NM_052938,-,ENSG00000163534,0.009950330853168092
chr1,157715522,157746922,FCRL2,NM_030764,-,ENSG00000132704,0.0
chr1,157647977,157670647,FCRL3,NM_052939,-,N/A,-inf
chr1,157543538,157567870,FCRL4,NM_031282,-,N/A,-inf
chr1,157483166,157522310,FCRL5,NM_001195388,-,ENSG00000143297,0.009950330853168092
